Crash Date,crashdate,MonthDay,dayofweek,year,month,day,week,TotalDeaths
8202014,8/20/14,820,Wednesday,2014,8,20,34,80
8202015,8/20/15,820,Thursday,2015,8,20,34,89
8202016,8/20/16,820,Saturday,2016,8,20,34,154
8212006,8/21/06,821,Monday,2006,8,21,35,95
8212007,8/21/07,821,Tuesday,2007,8,21,34,77
8212008,8/21/08,821,Thursday,2008,8,21,34,80
8212009,8/21/09,821,Friday,2009,8,21,34,94
8212010,8/21/10,821,Saturday,2010,8,21,34,110
8212011,8/21/11,821,Sunday,2011,8,21,35,111
8212012,8/21/12,821,Tuesday,2012,8,21,35,89
8212013,8/21/13,821,Wednesday,2013,8,21,34,73
8212014,8/21/14,821,Thursday,2014,8,21,34,80
8212015,8/21/15,821,Friday,2015,8,21,34,102
8212016,8/21/16,821,Sunday,2016,8,21,35,126
8222006,8/22/06,822,Tuesday,2006,8,22,35,98
8222007,8/22/07,822,Wednesday,2007,8,22,34,110
8222008,8/22/08,822,Friday,2008,8,22,34,117
8222009,8/22/09,822,Saturday,2009,8,22,34,122
8222010,8/22/10,822,Sunday,2010,8,22,35,96
8222011,8/22/11,822,Monday,2011,8,22,35,85
8222012,8/22/12,822,Wednesday,2012,8,22,35,75
8222013,8/22/13,822,Thursday,2013,8,22,34,95
8222014,8/22/14,822,Friday,2014,8,22,34,93
8222015,8/22/15,822,Saturday,2015,8,22,34,121
8222016,8/22/16,822,Monday,2016,8,22,35,101
8232006,8/23/06,823,Wednesday,2006,8,23,35,80
8232007,8/23/07,823,Thursday,2007,8,23,34,85
8232008,8/23/08,823,Saturday,2008,8,23,34,118
8232009,8/23/09,823,Sunday,2009,8,23,35,139
8232010,8/23/10,823,Monday,2010,8,23,35,85
8232011,8/23/11,823,Tuesday,2011,8,23,35,101
8232012,8/23/12,823,Thursday,2012,8,23,35,75
8232013,8/23/13,823,Friday,2013,8,23,34,123
8232014,8/23/14,823,Saturday,2014,8,23,34,126
8232015,8/23/15,823,Sunday,2015,8,23,35,129
8232016,8/23/16,823,Tuesday,2016,8,23,35,92
8242006,8/24/06,824,Thursday,2006,8,24,35,77
8242007,8/24/07,824,Friday,2007,8,24,34,109
8242008,8/24/08,824,Sunday,2008,8,24,35,109
8242009,8/24/09,824,Monday,2009,8,24,35,89
8242010,8/24/10,824,Tuesday,2010,8,24,35,70
8242011,8/24/11,824,Wednesday,2011,8,24,35,77
8242012,8/24/12,824,Friday,2012,8,24,35,102
8242013,8/24/13,824,Saturday,2013,8,24,34,123
8242014,8/24/14,824,Sunday,2014,8,24,35,110
8242015,8/24/15,824,Monday,2015,8,24,35,75
8242016,8/24/16,824,Wednesday,2016,8,24,35,89
8252006,8/25/06,825,Friday,2006,8,25,35,134
8252007,8/25/07,825,Saturday,2007,8,25,34,169
8252008,8/25/08,825,Monday,2008,8,25,35,79
8252009,8/25/09,825,Tuesday,2009,8,25,35,86
8252010,8/25/10,825,Wednesday,2010,8,25,35,67
8252011,8/25/11,825,Thursday,2011,8,25,35,92
8252012,8/25/12,825,Saturday,2012,8,25,35,143
8252013,8/25/13,825,Sunday,2013,8,25,35,121
8252014,8/25/14,825,Monday,2014,8,25,35,91
8252015,8/25/15,825,Tuesday,2015,8,25,35,90
8252016,8/25/16,825,Thursday,2016,8,25,35,85
8262006,8/26/06,826,Saturday,2006,8,26,35,131
8262007,8/26/07,826,Sunday,2007,8,26,35,144
8262008,8/26/08,826,Tuesday,2008,8,26,35,83
8262009,8/26/09,826,Wednesday,2009,8,26,35,70
8262010,8/26/10,826,Thursday,2010,8,26,35,76
8262011,8/26/11,826,Friday,2011,8,26,35,104
8262012,8/26/12,826,Sunday,2012,8,26,36,93
8262013,8/26/13,826,Monday,2013,8,26,35,75
8262014,8/26/14,826,Tuesday,2014,8,26,35,71
8262015,8/26/15,826,Wednesday,2015,8,26,35,70
8262016,8/26/16,826,Friday,2016,8,26,35,96
8272006,8/27/06,827,Sunday,2006,8,27,36,128
8272007,8/27/07,827,Monday,2007,8,27,35,94
8272008,8/27/08,827,Wednesday,2008,8,27,35,77
8272009,8/27/09,827,Thursday,2009,8,27,35,95
8272010,8/27/10,827,Friday,2010,8,27,35,114
8272011,8/27/11,827,Saturday,2011,8,27,35,137
8272012,8/27/12,827,Monday,2012,8,27,36,104
8272013,8/27/13,827,Tuesday,2013,8,27,35,83
8272014,8/27/14,827,Wednesday,2014,8,27,35,88
8272015,8/27/15,827,Thursday,2015,8,27,35,106
8272016,8/27/16,827,Saturday,2016,8,27,35,133
8282006,8/28/06,828,Monday,2006,8,28,36,81
8282007,8/28/07,828,Tuesday,2007,8,28,35,79
8282008,8/28/08,828,Thursday,2008,8,28,35,83
8282009,8/28/09,828,Friday,2009,8,28,35,103
8282010,8/28/10,828,Saturday,2010,8,28,35,123
8282011,8/28/11,828,Sunday,2011,8,28,36,103
8282012,8/28/12,828,Tuesday,2012,8,28,36,71
8282013,8/28/13,828,Wednesday,2013,8,28,35,82
8282014,8/28/14,828,Thursday,2014,8,28,35,94
8282015,8/28/15,828,Friday,2015,8,28,35,102
8282016,8/28/16,828,Sunday,2016,8,28,36,128
8292006,8/29/06,829,Tuesday,2006,8,29,36,76
8292007,8/29/07,829,Wednesday,2007,8,29,35,88
8292008,8/29/08,829,Friday,2008,8,29,35,134
8292009,8/29/09,829,Saturday,2009,8,29,35,122
8292010,8/29/10,829,Sunday,2010,8,29,36,121
8292011,8/29/11,829,Monday,2011,8,29,36,57
8292012,8/29/12,829,Wednesday,2012,8,29,36,70
8292013,8/29/13,829,Thursday,2013,8,29,35,79
8292014,8/29/14,829,Friday,2014,8,29,35,103
8292015,8/29/15,829,Saturday,2015,8,29,35,129
8292016,8/29/16,829,Monday,2016,8,29,36,101
8302006,8/30/06,830,Wednesday,2006,8,30,36,81
8302007,8/30/07,830,Thursday,2007,8,30,35,96
8302008,8/30/08,830,Saturday,2008,8,30,35,137
8302009,8/30/09,830,Sunday,2009,8,30,36,121
8302010,8/30/10,830,Monday,2010,8,30,36,76
8302011,8/30/11,830,Tuesday,2011,8,30,36,86
8302012,8/30/12,830,Thursday,2012,8,30,36,83
8302013,8/30/13,830,Friday,2013,8,30,35,139
8302014,8/30/14,830,Saturday,2014,8,30,35,131
8302015,8/30/15,830,Sunday,2015,8,30,36,124
8302016,8/30/16,830,Tuesday,2016,8,30,36,87
8312006,8/31/06,831,Thursday,2006,8,31,36,74
8312007,8/31/07,831,Friday,2007,8,31,35,132
8312008,8/31/08,831,Sunday,2008,8,31,36,160
8312009,8/31/09,831,Monday,2009,8,31,36,63
8312010,8/31/10,831,Tuesday,2010,8,31,36,66
8312011,8/31/11,831,Wednesday,2011,8,31,36,93
8312012,8/31/12,831,Friday,2012,8,31,36,121
8312013,8/31/13,831,Saturday,2013,8,31,35,139
8312014,8/31/14,831,Sunday,2014,8,31,36,111
8312015,8/31/15,831,Monday,2015,8,31,36,83
8312016,8/31/16,831,Wednesday,2016,8,31,36,96
9012006,9/1/06,901,Friday,2006,9,1,36,113
9012007,9/1/07,901,Saturday,2007,9,1,35,159
9012008,9/1/08,901,Monday,2008,9,1,36,95
9012009,9/1/09,901,Tuesday,2009,9,1,36,83
9012010,9/1/10,901,Wednesday,2010,9,1,36,75
9012011,9/1/11,901,Thursday,2011,9,1,36,107
9012012,9/1/12,901,Saturday,2012,9,1,36,111
9012013,9/1/13,901,Sunday,2013,9,1,36,134
9012014,9/1/14,901,Monday,2014,9,1,36,104
9012015,9/1/15,901,Tuesday,2015,9,1,36,90
9012016,9/1/16,901,Thursday,2016,9,1,36,112
9022006,9/2/06,902,Saturday,2006,9,2,36,153
9022007,9/2/07,902,Sunday,2007,9,2,36,166
9022008,9/2/08,902,Tuesday,2008,9,2,36,76
9022009,9/2/09,902,Wednesday,2009,9,2,36,101
9022010,9/2/10,902,Thursday,2010,9,2,36,95
9022011,9/2/11,902,Friday,2011,9,2,36,137
9022012,9/2/12,902,Sunday,2012,9,2,37,130
9022013,9/2/13,902,Monday,2013,9,2,36,93
9022014,9/2/14,902,Tuesday,2014,9,2,36,75
9022015,9/2/15,902,Wednesday,2015,9,2,36,93
9022016,9/2/16,902,Friday,2016,9,2,36,119
9032006,9/3/06,903,Sunday,2006,9,3,37,126
9032007,9/3/07,903,Monday,2007,9,3,36,129
9032008,9/3/08,903,Wednesday,2008,9,3,36,74
9032009,9/3/09,903,Thursday,2009,9,3,36,99
9032010,9/3/10,903,Friday,2010,9,3,36,83
9032011,9/3/11,903,Saturday,2011,9,3,36,135
9032012,9/3/12,903,Monday,2012,9,3,37,96
9032013,9/3/13,903,Tuesday,2013,9,3,36,100
9032014,9/3/14,903,Wednesday,2014,9,3,36,81
9032015,9/3/15,903,Thursday,2015,9,3,36,99
9032016,9/3/16,903,Saturday,2016,9,3,36,138
9042006,9/4/06,904,Monday,2006,9,4,37,109
9042007,9/4/07,904,Tuesday,2007,9,4,36,111
9042008,9/4/08,904,Thursday,2008,9,4,36,81
9042009,9/4/09,904,Friday,2009,9,4,36,127
9042010,9/4/10,904,Saturday,2010,9,4,36,130
9042011,9/4/11,904,Sunday,2011,9,4,37,95
9042012,9/4/12,904,Tuesday,2012,9,4,37,72
9042013,9/4/13,904,Wednesday,2013,9,4,36,91
9042014,9/4/14,904,Thursday,2014,9,4,36,80
9042015,9/4/15,904,Friday,2015,9,4,36,111
9042016,9/4/16,904,Sunday,2016,9,4,37,128
9052006,9/5/06,905,Tuesday,2006,9,5,37,105
9052007,9/5/07,905,Wednesday,2007,9,5,36,91
9052008,9/5/08,905,Friday,2008,9,5,36,94
9052009,9/5/09,905,Saturday,2009,9,5,36,122
9052010,9/5/10,905,Sunday,2010,9,5,37,108
9052011,9/5/11,905,Monday,2011,9,5,37,99
9052012,9/5/12,905,Wednesday,2012,9,5,37,76
9052013,9/5/13,905,Thursday,2013,9,5,36,91
9052014,9/5/14,905,Friday,2014,9,5,36,93
9052015,9/5/15,905,Saturday,2015,9,5,36,158
9052016,9/5/16,905,Monday,2016,9,5,37,107
9062006,9/6/06,906,Wednesday,2006,9,6,37,80
9062007,9/6/07,906,Thursday,2007,9,6,36,75
9062008,9/6/08,906,Saturday,2008,9,6,36,131
9062009,9/6/09,906,Sunday,2009,9,6,37,103
9062010,9/6/10,906,Monday,2010,9,6,37,101
9062011,9/6/11,906,Tuesday,2011,9,6,37,79
9062012,9/6/12,906,Thursday,2012,9,6,37,80
9062013,9/6/13,906,Friday,2013,9,6,36,110
9062014,9/6/14,906,Saturday,2014,9,6,36,97
9062015,9/6/15,906,Sunday,2015,9,6,37,146
9062016,9/6/16,906,Tuesday,2016,9,6,37,105
9072006,9/7/06,907,Thursday,2006,9,7,37,99
9072007,9/7/07,907,Friday,2007,9,7,36,113
9072008,9/7/08,907,Sunday,2008,9,7,37,113
9072009,9/7/09,907,Monday,2009,9,7,37,90
9072010,9/7/10,907,Tuesday,2010,9,7,37,78
9072011,9/7/11,907,Wednesday,2011,9,7,37,81
9072012,9/7/12,907,Friday,2012,9,7,37,96
9072013,9/7/13,907,Saturday,2013,9,7,36,143
9072014,9/7/14,907,Sunday,2014,9,7,37,107
9072015,9/7/15,907,Monday,2015,9,7,37,106
9072016,9/7/16,907,Wednesday,2016,9,7,37,90
9082006,9/8/06,908,Friday,2006,9,8,37,95
9082007,9/8/07,908,Saturday,2007,9,8,36,144
9082008,9/8/08,908,Monday,2008,9,8,37,69
9082009,9/8/09,908,Tuesday,2009,9,8,37,68
9082010,9/8/10,908,Wednesday,2010,9,8,37,75
9082011,9/8/11,908,Thursday,2011,9,8,37,90
9082012,9/8/12,908,Saturday,2012,9,8,37,116
9082013,9/8/13,908,Sunday,2013,9,8,37,112
9082014,9/8/14,908,Monday,2014,9,8,37,89
9082015,9/8/15,908,Tuesday,2015,9,8,37,92
9082016,9/8/16,908,Thursday,2016,9,8,37,90
9092006,9/9/06,909,Saturday,2006,9,9,37,119
9092007,9/9/07,909,Sunday,2007,9,9,37,139
9092008,9/9/08,909,Tuesday,2008,9,9,37,74
9092009,9/9/09,909,Wednesday,2009,9,9,37,77
9092010,9/9/10,909,Thursday,2010,9,9,37,74
9092011,9/9/11,909,Friday,2011,9,9,37,94
9092012,9/9/12,909,Sunday,2012,9,9,38,111
9092013,9/9/13,909,Monday,2013,9,9,37,84
9092014,9/9/14,909,Tuesday,2014,9,9,37,75
9092015,9/9/15,909,Wednesday,2015,9,9,37,85
9092016,9/9/16,909,Friday,2016,9,9,37,108
9102006,9/10/06,910,Sunday,2006,9,10,38,126
9102007,9/10/07,910,Monday,2007,9,10,37,93
9102008,9/10/08,910,Wednesday,2008,9,10,37,78
9102009,9/10/09,910,Thursday,2009,9,10,37,76
9102010,9/10/10,910,Friday,2010,9,10,37,107
9102011,9/10/11,910,Saturday,2011,9,10,37,136
9102012,9/10/12,910,Monday,2012,9,10,38,87
9102013,9/10/13,910,Tuesday,2013,9,10,37,83
9102014,9/10/14,910,Wednesday,2014,9,10,37,67
9102015,9/10/15,910,Thursday,2015,9,10,37,93
9102016,9/10/16,910,Saturday,2016,9,10,37,122
9112006,9/11/06,911,Monday,2006,9,11,38,83
9112007,9/11/07,911,Tuesday,2007,9,11,37,96
9112008,9/11/08,911,Thursday,2008,9,11,37,79
9112009,9/11/09,911,Friday,2009,9,11,37,116
9112010,9/11/10,911,Saturday,2010,9,11,37,121
9112011,9/11/11,911,Sunday,2011,9,11,38,108
9112012,9/11/12,911,Tuesday,2012,9,11,38,87
9112013,9/11/13,911,Wednesday,2013,9,11,37,86
9112014,9/11/14,911,Thursday,2014,9,11,37,69
9112015,9/11/15,911,Friday,2015,9,11,37,94
9112016,9/11/16,911,Sunday,2016,9,11,38,124
9122006,9/12/06,912,Tuesday,2006,9,12,38,91
9122007,9/12/07,912,Wednesday,2007,9,12,37,81
9122008,9/12/08,912,Friday,2008,9,12,37,103
9122009,9/12/09,912,Saturday,2009,9,12,37,135
9122010,9/12/10,912,Sunday,2010,9,12,38,121
9122011,9/12/11,912,Monday,2011,9,12,38,64
9122012,9/12/12,912,Wednesday,2012,9,12,38,81
9122013,9/12/13,912,Thursday,2013,9,12,37,99
9122014,9/12/14,912,Friday,2014,9,12,37,106
9122015,9/12/15,912,Saturday,2015,9,12,37,123
9122016,9/12/16,912,Monday,2016,9,12,38,89
9132006,9/13/06,913,Wednesday,2006,9,13,38,90
9132007,9/13/07,913,Thursday,2007,9,13,37,89
9132008,9/13/08,913,Saturday,2008,9,13,37,112
9132009,9/13/09,913,Sunday,2009,9,13,38,105
9132010,9/13/10,913,Monday,2010,9,13,38,78
9132011,9/13/11,913,Tuesday,2011,9,13,38,87
9132012,9/13/12,913,Thursday,2012,9,13,38,83
9132013,9/13/13,913,Friday,2013,9,13,37,102
9132014,9/13/14,913,Saturday,2014,9,13,37,108
9132015,9/13/15,913,Sunday,2015,9,13,38,110
9132016,9/13/16,913,Tuesday,2016,9,13,38,93
9142006,9/14/06,914,Thursday,2006,9,14,38,106
9142007,9/14/07,914,Friday,2007,9,14,37,104
9142008,9/14/08,914,Sunday,2008,9,14,38,95
9142009,9/14/09,914,Monday,2009,9,14,38,75
9142010,9/14/10,914,Tuesday,2010,9,14,38,80
9142011,9/14/11,914,Wednesday,2011,9,14,38,73
9142012,9/14/12,914,Friday,2012,9,14,38,125
9142013,9/14/13,914,Saturday,2013,9,14,37,126
9142014,9/14/14,914,Sunday,2014,9,14,38,110
9142015,9/14/15,914,Monday,2015,9,14,38,81
9142016,9/14/16,914,Wednesday,2016,9,14,38,101
9152006,9/15/06,915,Friday,2006,9,15,38,123
9152007,9/15/07,915,Saturday,2007,9,15,37,169
9152008,9/15/08,915,Monday,2008,9,15,38,73
9152009,9/15/09,915,Tuesday,2009,9,15,38,67
9152010,9/15/10,915,Wednesday,2010,9,15,38,88
9152011,9/15/11,915,Thursday,2011,9,15,38,81
9152012,9/15/12,915,Saturday,2012,9,15,38,125
9152013,9/15/13,915,Sunday,2013,9,15,38,111
9152014,9/15/14,915,Monday,2014,9,15,38,70
9152015,9/15/15,915,Tuesday,2015,9,15,38,83
9152016,9/15/16,915,Thursday,2016,9,15,38,93
9162006,9/16/06,916,Saturday,2006,9,16,38,167
9162007,9/16/07,916,Sunday,2007,9,16,38,142
9162008,9/16/08,916,Tuesday,2008,9,16,38,74
9162009,9/16/09,916,Wednesday,2009,9,16,38,80
9162010,9/16/10,916,Thursday,2010,9,16,38,85
9162011,9/16/11,916,Friday,2011,9,16,38,104
9162012,9/16/12,916,Sunday,2012,9,16,39,119
9162013,9/16/13,916,Monday,2013,9,16,38,72
9162014,9/16/14,916,Tuesday,2014,9,16,38,63
9162015,9/16/15,916,Wednesday,2015,9,16,38,116
9162016,9/16/16,916,Friday,2016,9,16,38,136
9172006,9/17/06,917,Sunday,2006,9,17,39,134
9172007,9/17/07,917,Monday,2007,9,17,38,88
9172008,9/17/08,917,Wednesday,2008,9,17,38,77
9172009,9/17/09,917,Thursday,2009,9,17,38,84
9172010,9/17/10,917,Friday,2010,9,17,38,76
9172011,9/17/11,917,Saturday,2011,9,17,38,137
9172012,9/17/12,917,Monday,2012,9,17,39,74
9172013,9/17/13,917,Tuesday,2013,9,17,38,83
9172014,9/17/14,917,Wednesday,2014,9,17,38,71
9172015,9/17/15,917,Thursday,2015,9,17,38,93
9172016,9/17/16,917,Saturday,2016,9,17,38,159
9182006,9/18/06,918,Monday,2006,9,18,39,96
9182007,9/18/07,918,Tuesday,2007,9,18,38,98
9182008,9/18/08,918,Thursday,2008,9,18,38,101
9182009,9/18/09,918,Friday,2009,9,18,38,129
9182010,9/18/10,918,Saturday,2010,9,18,38,127
9182011,9/18/11,918,Sunday,2011,9,18,39,129
9182012,9/18/12,918,Tuesday,2012,9,18,39,94
9182013,9/18/13,918,Wednesday,2013,9,18,38,74
9182014,9/18/14,918,Thursday,2014,9,18,38,102
9182015,9/18/15,918,Friday,2015,9,18,38,120
9182016,9/18/16,918,Sunday,2016,9,18,39,131
9192006,9/19/06,919,Tuesday,2006,9,19,39,71
9192007,9/19/07,919,Wednesday,2007,9,19,38,87
9192008,9/19/08,919,Friday,2008,9,19,38,110
9192009,9/19/09,919,Saturday,2009,9,19,38,146
9192010,9/19/10,919,Sunday,2010,9,19,39,113
9192011,9/19/11,919,Monday,2011,9,19,39,69
9192012,9/19/12,919,Wednesday,2012,9,19,39,87
9192013,9/19/13,919,Thursday,2013,9,19,38,88
9192014,9/19/14,919,Friday,2014,9,19,38,93
9192015,9/19/15,919,Saturday,2015,9,19,38,136
9192016,9/19/16,919,Monday,2016,9,19,39,104
9202006,9/20/06,920,Wednesday,2006,9,20,39,98
9202007,9/20/07,920,Thursday,2007,9,20,38,111
9202008,9/20/08,920,Saturday,2008,9,20,38,143
9202009,9/20/09,920,Sunday,2009,9,20,39,113
9202010,9/20/10,920,Monday,2010,9,20,39,73
9202011,9/20/11,920,Tuesday,2011,9,20,39,68
9202012,9/20/12,920,Thursday,2012,9,20,39,89
9202013,9/20/13,920,Friday,2013,9,20,38,103
9202014,9/20/14,920,Saturday,2014,9,20,38,139
9202015,9/20/15,920,Sunday,2015,9,20,39,122
9202016,9/20/16,920,Tuesday,2016,9,20,39,98
9212006,9/21/06,921,Thursday,2006,9,21,39,113
9212007,9/21/07,921,Friday,2007,9,21,38,114
9212008,9/21/08,921,Sunday,2008,9,21,39,112
9212009,9/21/09,921,Monday,2009,9,21,39,61
9212010,9/21/10,921,Tuesday,2010,9,21,39,59
9212011,9/21/11,921,Wednesday,2011,9,21,39,77
9212012,9/21/12,921,Friday,2012,9,21,39,106
9212013,9/21/13,921,Saturday,2013,9,21,38,145
9212014,9/21/14,921,Sunday,2014,9,21,39,119
9212015,9/21/15,921,Monday,2015,9,21,39,96
9212016,9/21/16,921,Wednesday,2016,9,21,39,106
9222006,9/22/06,922,Friday,2006,9,22,39,136
9222007,9/22/07,922,Saturday,2007,9,22,38,158
9222008,9/22/08,922,Monday,2008,9,22,39,81
9222009,9/22/09,922,Tuesday,2009,9,22,39,74
9222010,9/22/10,922,Wednesday,2010,9,22,39,62
9222011,9/22/11,922,Thursday,2011,9,22,39,83
9222012,9/22/12,922,Saturday,2012,9,22,39,118
9222013,9/22/13,922,Sunday,2013,9,22,39,108
9222014,9/22/14,922,Monday,2014,9,22,39,91
9222015,9/22/15,922,Tuesday,2015,9,22,39,90
9222016,9/22/16,922,Thursday,2016,9,22,39,113
9232006,9/23/06,923,Saturday,2006,9,23,39,144
9232007,9/23/07,923,Sunday,2007,9,23,39,153
9232008,9/23/08,923,Tuesday,2008,9,23,39,90
9232009,9/23/09,923,Wednesday,2009,9,23,39,73
9232010,9/23/10,923,Thursday,2010,9,23,39,79
9232011,9/23/11,923,Friday,2011,9,23,39,92
9232012,9/23/12,923,Sunday,2012,9,23,40,100
9232013,9/23/13,923,Monday,2013,9,23,39,79
9232014,9/23/14,923,Tuesday,2014,9,23,39,92
9232015,9/23/15,923,Wednesday,2015,9,23,39,91
9232016,9/23/16,923,Friday,2016,9,23,39,121
9242006,9/24/06,924,Sunday,2006,9,24,40,131
9242007,9/24/07,924,Monday,2007,9,24,39,116
9242008,9/24/08,924,Wednesday,2008,9,24,39,75
9242009,9/24/09,924,Thursday,2009,9,24,39,65
9242010,9/24/10,924,Friday,2010,9,24,39,107
9242011,9/24/11,924,Saturday,2011,9,24,39,121
9242012,9/24/12,924,Monday,2012,9,24,40,91
9242013,9/24/13,924,Tuesday,2013,9,24,39,83
9242014,9/24/14,924,Wednesday,2014,9,24,39,81
9242015,9/24/15,924,Thursday,2015,9,24,39,113
9242016,9/24/16,924,Saturday,2016,9,24,39,147
9252006,9/25/06,925,Monday,2006,9,25,40,93
9252007,9/25/07,925,Tuesday,2007,9,25,39,91
9252008,9/25/08,925,Thursday,2008,9,25,39,103
9252009,9/25/09,925,Friday,2009,9,25,39,116
9252010,9/25/10,925,Saturday,2010,9,25,39,135
9252011,9/25/11,925,Sunday,2011,9,25,40,102
9252012,9/25/12,925,Tuesday,2012,9,25,40,77
9252013,9/25/13,925,Wednesday,2013,9,25,39,78
9252014,9/25/14,925,Thursday,2014,9,25,39,85
9252015,9/25/15,925,Friday,2015,9,25,39,106
9252016,9/25/16,925,Sunday,2016,9,25,40,123
9262006,9/26/06,926,Tuesday,2006,9,26,40,108
9262007,9/26/07,926,Wednesday,2007,9,26,39,112
9262008,9/26/08,926,Friday,2008,9,26,39,125
9262009,9/26/09,926,Saturday,2009,9,26,39,141
9262010,9/26/10,926,Sunday,2010,9,26,40,118
9262011,9/26/11,926,Monday,2011,9,26,40,63
9262012,9/26/12,926,Wednesday,2012,9,26,40,93
9262013,9/26/13,926,Thursday,2013,9,26,39,82
9262014,9/26/14,926,Friday,2014,9,26,39,131
9262015,9/26/15,926,Saturday,2015,9,26,39,134
9262016,9/26/16,926,Monday,2016,9,26,40,84
9272006,9/27/06,927,Wednesday,2006,9,27,40,93
9272007,9/27/07,927,Thursday,2007,9,27,39,97
9272008,9/27/08,927,Saturday,2008,9,27,39,140
9272009,9/27/09,927,Sunday,2009,9,27,40,114
9272010,9/27/10,927,Monday,2010,9,27,40,92
9272011,9/27/11,927,Tuesday,2011,9,27,40,69
9272012,9/27/12,927,Thursday,2012,9,27,40,92
9272013,9/27/13,927,Friday,2013,9,27,39,106
9272014,9/27/14,927,Saturday,2014,9,27,39,132
9272015,9/27/15,927,Sunday,2015,9,27,40,127
9272016,9/27/16,927,Tuesday,2016,9,27,40,93
9282006,9/28/06,928,Thursday,2006,9,28,40,97
9282007,9/28/07,928,Friday,2007,9,28,39,142
9282008,9/28/08,928,Sunday,2008,9,28,40,113
9282009,9/28/09,928,Monday,2009,9,28,40,82
9282010,9/28/10,928,Tuesday,2010,9,28,40,71
9282011,9/28/11,928,Wednesday,2011,9,28,40,77
9282012,9/28/12,928,Friday,2012,9,28,40,111
9282013,9/28/13,928,Saturday,2013,9,28,39,120
9282014,9/28/14,928,Sunday,2014,9,28,40,118
9282015,9/28/15,928,Monday,2015,9,28,40,86
9282016,9/28/16,928,Wednesday,2016,9,28,40,86
9292006,9/29/06,929,Friday,2006,9,29,40,129
9292007,9/29/07,929,Saturday,2007,9,29,39,157
9292008,9/29/08,929,Monday,2008,9,29,40,85
9292009,9/29/09,929,Tuesday,2009,9,29,40,88
9292010,9/29/10,929,Wednesday,2010,9,29,40,80
9292011,9/29/11,929,Thursday,2011,9,29,40,78
9292012,9/29/12,929,Saturday,2012,9,29,40,123
9292013,9/29/13,929,Sunday,2013,9,29,40,119
9292014,9/29/14,929,Monday,2014,9,29,40,83
9292015,9/29/15,929,Tuesday,2015,9,29,40,69
9292016,9/29/16,929,Thursday,2016,9,29,40,88
9302006,9/30/06,930,Saturday,2006,9,30,40,120
9302007,9/30/07,930,Sunday,2007,9,30,40,146
9302008,9/30/08,930,Tuesday,2008,9,30,40,83
9302009,9/30/09,930,Wednesday,2009,9,30,40,86
9302010,9/30/10,930,Thursday,2010,9,30,40,108
9302011,9/30/11,930,Friday,2011,9,30,40,108
9302012,9/30/12,930,Sunday,2012,9,30,41,105
9302013,9/30/13,930,Monday,2013,9,30,40,73
9302014,9/30/14,930,Tuesday,2014,9,30,40,86
9302015,9/30/15,930,Wednesday,2015,9,30,40,100
9302016,9/30/16,930,Friday,2016,9,30,40,136
10012006,10/1/06,1001,Sunday,2006,10,1,41,148
10012007,10/1/07,1001,Monday,2007,10,1,40,100
10012008,10/1/08,1001,Wednesday,2008,10,1,40,71
10012009,10/1/09,1001,Thursday,2009,10,1,40,86
10012010,10/1/10,1001,Friday,2010,10,1,40,101
10012011,10/1/11,1001,Saturday,2011,10,1,40,136
10012012,10/1/12,1001,Monday,2012,10,1,41,81
10012013,10/1/13,1001,Tuesday,2013,10,1,40,81
10012014,10/1/14,1001,Wednesday,2014,10,1,40,94
10012015,10/1/15,1001,Thursday,2015,10,1,40,85
10012016,10/1/16,1001,Saturday,2016,10,1,40,121
10022006,10/2/06,1002,Monday,2006,10,2,41,99
10022007,10/2/07,1002,Tuesday,2007,10,2,40,90
10022008,10/2/08,1002,Thursday,2008,10,2,40,78
10022009,10/2/09,1002,Friday,2009,10,2,40,135
10022010,10/2/10,1002,Saturday,2010,10,2,40,140
10022011,10/2/11,1002,Sunday,2011,10,2,41,113
10022012,10/2/12,1002,Tuesday,2012,10,2,41,109
10022013,10/2/13,1002,Wednesday,2013,10,2,40,93
10022014,10/2/14,1002,Thursday,2014,10,2,40,77
10022015,10/2/15,1002,Friday,2015,10,2,40,104
10022016,10/2/16,1002,Sunday,2016,10,2,41,132
10032006,10/3/06,1003,Tuesday,2006,10,3,41,118
10032007,10/3/07,1003,Wednesday,2007,10,3,40,100
10032008,10/3/08,1003,Friday,2008,10,3,40,106
10032009,10/3/09,1003,Saturday,2009,10,3,40,136
10032010,10/3/10,1003,Sunday,2010,10,3,41,105
10032011,10/3/11,1003,Monday,2011,10,3,41,86
10032012,10/3/12,1003,Wednesday,2012,10,3,41,86
10032013,10/3/13,1003,Thursday,2013,10,3,40,86
10032014,10/3/14,1003,Friday,2014,10,3,40,121
10032015,10/3/15,1003,Saturday,2015,10,3,40,130
10032016,10/3/16,1003,Monday,2016,10,3,41,120
10042006,10/4/06,1004,Wednesday,2006,10,4,41,96
10042007,10/4/07,1004,Thursday,2007,10,4,40,121
10042008,10/4/08,1004,Saturday,2008,10,4,40,122
10042009,10/4/09,1004,Sunday,2009,10,4,41,110
10042010,10/4/10,1004,Monday,2010,10,4,41,86
10042011,10/4/11,1004,Tuesday,2011,10,4,41,101
10042012,10/4/12,1004,Thursday,2012,10,4,41,91
10042013,10/4/13,1004,Friday,2013,10,4,40,118
10042014,10/4/14,1004,Saturday,2014,10,4,40,120
10042015,10/4/15,1004,Sunday,2015,10,4,41,113
